,0,1,text_no_punct,text_tokenized,text_no_sw,text_lem
2437,ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,"['btw', 'regarding', 'that', 'we', 'should', 'really', 'try', 'to', 'see', 'if', 'anyone', 'else', 'can', 'be', 'our', '4th', 'guy', 'before', 'we', 'commit', 'to', 'a', 'random', 'dude']","['btw', 'try', '4th', 'guy', 'commit', 'random', 'dude']","['btw', 'try', 'guy', 'commit', 'random', 'dude']"
2438,spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",for ur chance to win £250 cash every wk txt play to 83370 tscs wwwmusictrivianet custcare 08715705022 1x150pwk,"['for', 'ur', 'chance', 'to', 'win', '£250', 'cash', 'every', 'wk', 'txt', 'play', 'to', '83370', 'tscs', 'wwwmusictrivianet', 'custcare', '08715705022', '1x150pwk']","['ur', 'chance', 'win', '£250', 'cash', 'wk', 'txt', 'play', '83370', 'tscs', 'wwwmusictrivianet', 'custcare', '08715705022', '1x150pwk']","['ur', 'chance', 'win', '250', 'cash', 'wk', 'txt', 'play', '83370', 'tsc', 'wwwmusictrivianet', 'custcare', '08715705022']"
2439,ham,I not busy juz dun wan 2 go so early.. Hee.. ,i not busy juz dun wan 2 go so early hee ,"['i', 'not', 'busy', 'juz', 'dun', 'wan', '2', 'go', 'so', 'early', 'hee', '']","['busy', 'juz', 'dun', 'wan', '2', 'early', 'hee', '']","['busy', 'juz', 'dun', 'wan', '2', 'early', 'hee']"
2440,ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,rightio 1148 it is then well arent we all up bright and early this morning,"['rightio', '1148', 'it', 'is', 'then', 'well', 'arent', 'we', 'all', 'up', 'bright', 'and', 'early', 'this', 'morning']","['rightio', '1148', 'arent', 'bright', 'early', 'morning']","['rightio', '1148', 'be', 'not', 'bright', 'early', 'morning']"
2441,ham,"Great. I'm in church now, will holla when i get out",great im in church now will holla when i get out,"['great', 'im', 'in', 'church', 'now', 'will', 'holla', 'when', 'i', 'get', 'out']","['great', 'im', 'church', 'holla']","['great', 'I', 'm', 'church', 'holla']"
2442,ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,back in brum thanks for putting us up and keeping us all and happy see you soon ,"['back', 'in', 'brum', 'thanks', 'for', 'putting', 'us', 'up', 'and', 'keeping', 'us', 'all', 'and', 'happy', 'see', 'you', 'soon', '']","['brum', 'thanks', 'putting', 'keeping', 'happy', 'soon', '']","['brum', 'thank', 'put', 'keep', 'happy', 'soon']"
2443,ham,I donno if they are scorable,i donno if they are scorable,"['i', 'donno', 'if', 'they', 'are', 'scorable']","['donno', 'scorable']","['donno', 'scorable']"
2444,ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,ltgt  great loxahatchee xmas tree burning update you can totally see stars here,"['ltgt', '', 'great', 'loxahatchee', 'xmas', 'tree', 'burning', 'update', 'you', 'can', 'totally', 'see', 'stars', 'here']","['ltgt', '', 'great', 'loxahatchee', 'xmas', 'tree', 'burning', 'update', 'totally', 'stars']","['ltgt', 'great', 'loxahatchee', 'xmas', 'tree', 'burn', 'update', 'totally', 'star']"
2445,ham,"Yes but i dont care! I need you bad, princess!",yes but i dont care i need you bad princess,"['yes', 'but', 'i', 'dont', 'care', 'i', 'need', 'you', 'bad', 'princess']","['yes', 'dont', 'care', 'need', 'bad', 'princess']","['yes', 'do', 'not', 'care', 'need', 'bad', 'princess']"
2446,ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",the guy kadeem hasnt been selling since the break i know one other guy but hes paranoid as fuck and doesnt like selling without me there and i cant be up there til late tonight,"['the', 'guy', 'kadeem', 'hasnt', 'been', 'selling', 'since', 'the', 'break', 'i', 'know', 'one', 'other', 'guy', 'but', 'hes', 'paranoid', 'as', 'fuck', 'and', 'doesnt', 'like', 'selling', 'without', 'me', 'there', 'and', 'i', 'cant', 'be', 'up', 'there', 'til', 'late', 'tonight']","['guy', 'kadeem', 'hasnt', 'selling', 'break', 'know', 'guy', 'hes', 'paranoid', 'fuck', 'doesnt', 'like', 'selling', 'cant', 'til', 'late', 'tonight']","['guy', 'kadeem', 'have', 'not', 'sell', 'break', 'know', 'guy', 'he', 's', 'paranoid', 'fuck', 'do', 'not', 'like', 'sell', 'can', 'not', 'til', 'late', 'tonight']"
2447,ham,"Sorry, I'll call later",sorry ill call later,"['sorry', 'ill', 'call', 'later']","['sorry', 'ill', 'later']","['sorry', 'ill', 'later']"
2448,ham,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,tmr then ü brin lar aiya later i come n c lar mayb ü neva set properly ü got da help sheet wif ü,"['tmr', 'then', 'ü', 'brin', 'lar', 'aiya', 'later', 'i', 'come', 'n', 'c', 'lar', 'mayb', 'ü', 'neva', 'set', 'properly', 'ü', 'got', 'da', 'help', 'sheet', 'wif', 'ü']","['tmr', 'ü', 'brin', 'lar', 'aiya', 'later', 'come', 'n', 'c', 'lar', 'mayb', 'ü', 'neva', 'set', 'properly', 'ü', 'got', 'da', 'help', 'sheet', 'wif', 'ü']","['tmr', 'ü', 'brin', 'lar', 'aiya', 'later', 'come', 'n', 'c', 'lar', 'mayb', 'ü', 'neva', 'set', 'properly', 'ü', 'get', 'da', 'help', 'sheet', 'wif', 'ü']"
2449,ham,Do u knw dis no. &lt;#&gt; ?,do u knw dis no ltgt ,"['do', 'u', 'knw', 'dis', 'no', 'ltgt', '']","['u', 'knw', 'dis', 'ltgt', '']","['u', 'knw', 'dis', 'ltgt']"
2450,ham,Then she dun believe wat?,then she dun believe wat,"['then', 'she', 'dun', 'believe', 'wat']","['dun', 'believe', 'wat']","['dun', 'believe', 'wat']"
2451,ham,K..give back my thanks.,kgive back my thanks,"['kgive', 'back', 'my', 'thanks']","['kgive', 'thanks']","['kgive', 'thank']"
2452,ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,i know complain num onlybettr directly go to bsnl offc nd apply for it,"['i', 'know', 'complain', 'num', 'onlybettr', 'directly', 'go', 'to', 'bsnl', 'offc', 'nd', 'apply', 'for', 'it']","['know', 'complain', 'num', 'onlybettr', 'directly', 'bsnl', 'offc', 'nd', 'apply']","['know', 'complain', 'num', 'onlybettr', 'directly', 'bsnl', 'offc', 'nd', 'apply']"
2453,ham,Okay. I've seen it. So i should pick it on friday?,okay ive seen it so i should pick it on friday,"['okay', 'ive', 'seen', 'it', 'so', 'i', 'should', 'pick', 'it', 'on', 'friday']","['okay', 'ive', 'seen', 'pick', 'friday']","['okay', 'I', 've', 'see', 'pick', 'friday']"
2454,ham,How much she payed. Suganya.,how much she payed suganya,"['how', 'much', 'she', 'payed', 'suganya']","['payed', 'suganya']","['pay', 'suganya']"
2455,ham,Left dessert. U wan me 2 go suntec look 4 u?,left dessert u wan me 2 go suntec look 4 u,"['left', 'dessert', 'u', 'wan', 'me', '2', 'go', 'suntec', 'look', '4', 'u']","['left', 'dessert', 'u', 'wan', '2', 'suntec', 'look', '4', 'u']","['leave', 'dessert', 'u', 'wan', '2', 'suntec', 'look', '4', 'u']"
2456,ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",abeg make profit but its a start are you using it to get sponsors for the next event,"['abeg', 'make', 'profit', 'but', 'its', 'a', 'start', 'are', 'you', 'using', 'it', 'to', 'get', 'sponsors', 'for', 'the', 'next', 'event']","['abeg', 'profit', 'start', 'sponsors', 'event']","['abeg', 'profit', 'start', 'sponsor', 'event']"
2457,ham,Onum ela pa. Normal than.,onum ela pa normal than,"['onum', 'ela', 'pa', 'normal', 'than']","['onum', 'ela', 'pa', 'normal']","['onum', 'ela', 'pa', 'normal']"
2458,ham,K.k..how is your sister kids?,kkhow is your sister kids,"['kkhow', 'is', 'your', 'sister', 'kids']","['kkhow', 'sister', 'kids']","['kkhow', 'sister', 'kid']"
2459,ham,"Cool, I'll text you when I'm on the way",cool ill text you when im on the way,"['cool', 'ill', 'text', 'you', 'when', 'im', 'on', 'the', 'way']","['cool', 'ill', 'text', 'im', 'way']","['cool', 'ill', 'text', 'I', 'm', 'way']"
2460,ham,Nope. Meanwhile she talk say make i greet you.,nope meanwhile she talk say make i greet you,"['nope', 'meanwhile', 'she', 'talk', 'say', 'make', 'i', 'greet', 'you']","['nope', 'talk', 'greet']","['nope', 'talk', 'greet']"
2461,ham,i cant talk to you now.i will call when i can.dont keep calling.,i cant talk to you nowi will call when i candont keep calling,"['i', 'cant', 'talk', 'to', 'you', 'nowi', 'will', 'call', 'when', 'i', 'candont', 'keep', 'calling']","['cant', 'talk', 'nowi', 'candont', 'calling']","['can', 'not', 'talk', 'nowi', 'candont', 'call']"
2462,ham,Anything lar...,anything lar,"['anything', 'lar']",['lar'],['lar']
2463,ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",rose needs water season needs change poet needs imaginationmy phone needs ur sms and i need ur lovely frndship forever,"['rose', 'needs', 'water', 'season', 'needs', 'change', 'poet', 'needs', 'imaginationmy', 'phone', 'needs', 'ur', 'sms', 'and', 'i', 'need', 'ur', 'lovely', 'frndship', 'forever']","['rose', 'needs', 'water', 'season', 'needs', 'change', 'poet', 'needs', 'imaginationmy', 'phone', 'needs', 'ur', 'sms', 'need', 'ur', 'lovely', 'frndship', 'forever']","['rise', 'need', 'water', 'season', 'need', 'change', 'poet', 'need', 'imaginationmy', 'phone', 'need', 'ur', 'sm', 'need', 'ur', 'lovely', 'frndship', 'forever']"
2464,ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",good afternoon babe how goes that day  any job prospects yet  i miss you my love  sighs  ,"['good', 'afternoon', 'babe', 'how', 'goes', 'that', 'day', '', 'any', 'job', 'prospects', 'yet', '', 'i', 'miss', 'you', 'my', 'love', '', 'sighs', '', '']","['good', 'afternoon', 'babe', 'goes', 'day', '', 'job', 'prospects', '', 'miss', 'love', '', 'sighs', '', '']","['good', 'afternoon', 'babe', 'go', 'day', 'job', 'prospect', 'miss', 'love', 'sigh']"
2465,ham,They will pick up and drop in car.so no problem..,they will pick up and drop in carso no problem,"['they', 'will', 'pick', 'up', 'and', 'drop', 'in', 'carso', 'no', 'problem']","['pick', 'drop', 'carso', 'problem']","['pick', 'drop', 'carso', 'problem']"
2466,ham,S.i think he is waste for rr..,si think he is waste for rr,"['si', 'think', 'he', 'is', 'waste', 'for', 'rr']","['si', 'think', 'waste', 'rr']","['si', 'think', 'waste', 'rr']"
2467,ham,He is world famamus....,he is world famamus,"['he', 'is', 'world', 'famamus']","['world', 'famamus']","['world', 'famamus']"
2468,ham,Is there coming friday is leave for pongal?do you get any news from your work place.,is there coming friday is leave for pongaldo you get any news from your work place,"['is', 'there', 'coming', 'friday', 'is', 'leave', 'for', 'pongaldo', 'you', 'get', 'any', 'news', 'from', 'your', 'work', 'place']","['coming', 'friday', 'leave', 'pongaldo', 'news', 'work', 'place']","['come', 'friday', 'leave', 'pongaldo', 'news', 'work', 'place']"
2469,ham,Lol well don't do it without me. We could have a big sale together.,lol well dont do it without me we could have a big sale together,"['lol', 'well', 'dont', 'do', 'it', 'without', 'me', 'we', 'could', 'have', 'a', 'big', 'sale', 'together']","['lol', 'dont', 'big', 'sale']","['lol', 'do', 'not', 'big', 'sale']"
2470,ham,* Am on my way, am on my way,"['', 'am', 'on', 'my', 'way']","['', 'way']",['way']
2471,ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,eat at old airport road but now 630 oredi got a lot of pple,"['eat', 'at', 'old', 'airport', 'road', 'but', 'now', '630', 'oredi', 'got', 'a', 'lot', 'of', 'pple']","['eat', 'old', 'airport', 'road', '630', 'oredi', 'got', 'lot', 'pple']","['eat', 'old', 'airport', 'road', '630', 'oredi', 'get', 'lot', 'pple']"
2472,ham,"sry can't talk on phone, with parents",sry cant talk on phone with parents,"['sry', 'cant', 'talk', 'on', 'phone', 'with', 'parents']","['sry', 'cant', 'talk', 'phone', 'parents']","['sry', 'can', 'not', 'talk', 'phone', 'parent']"
2473,spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",final chance claim ur £150 worth of discount vouchers today text yes to 85023 now savamob member offers mobile t cs savamob pobox84 m263uz £300 subs 16,"['final', 'chance', 'claim', 'ur', '£150', 'worth', 'of', 'discount', 'vouchers', 'today', 'text', 'yes', 'to', '85023', 'now', 'savamob', 'member', 'offers', 'mobile', 't', 'cs', 'savamob', 'pobox84', 'm263uz', '£300', 'subs', '16']","['final', 'chance', 'claim', 'ur', '£150', 'worth', 'discount', 'vouchers', 'today', 'text', 'yes', '85023', 'savamob', 'member', 'offers', 'mobile', 't', 'cs', 'savamob', 'pobox84', 'm263uz', '£300', 'subs', '16']","['final', 'chance', 'claim', 'ur', '150', 'worth', 'discount', 'voucher', 'today', 'text', 'yes', '85023', 'savamob', 'member', 'offer', 'mobile', 't', 'cs', 'savamob', '300', 'sub', '16']"
2474,ham,Ok lor wat time ü finish?,ok lor wat time ü finish,"['ok', 'lor', 'wat', 'time', 'ü', 'finish']","['ok', 'lor', 'wat', 'time', 'ü', 'finish']","['ok', 'lor', 'wat', 'time', 'ü', 'finish']"
2475,ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",princess i like to make love  ltgt  times per night hope thats not a problem,"['princess', 'i', 'like', 'to', 'make', 'love', '', 'ltgt', '', 'times', 'per', 'night', 'hope', 'thats', 'not', 'a', 'problem']","['princess', 'like', 'love', '', 'ltgt', '', 'times', 'night', 'hope', 'thats', 'problem']","['princess', 'like', 'love', 'ltgt', 'time', 'night', 'hope', 'that', 's', 'problem']"
2476,ham,Mm i am on the way to railway,mm i am on the way to railway,"['mm', 'i', 'am', 'on', 'the', 'way', 'to', 'railway']","['mm', 'way', 'railway']","['mm', 'way', 'railway']"
2477,ham,i dnt wnt to tlk wid u,i dnt wnt to tlk wid u,"['i', 'dnt', 'wnt', 'to', 'tlk', 'wid', 'u']","['dnt', 'wnt', 'tlk', 'wid', 'u']","['dnt', 'wnt', 'tlk', 'wid', 'u']"
2478,ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",im done im sorry i hope your next space gives you everything you want remember all the furniture is yours if im not around when you move it just lock all the locks and leave the key with jenne,"['im', 'done', 'im', 'sorry', 'i', 'hope', 'your', 'next', 'space', 'gives', 'you', 'everything', 'you', 'want', 'remember', 'all', 'the', 'furniture', 'is', 'yours', 'if', 'im', 'not', 'around', 'when', 'you', 'move', 'it', 'just', 'lock', 'all', 'the', 'locks', 'and', 'leave', 'the', 'key', 'with', 'jenne']","['im', 'im', 'sorry', 'hope', 'space', 'gives', 'want', 'remember', 'furniture', 'im', 'lock', 'locks', 'leave', 'key', 'jenne']","['I', 'm', 'I', 'm', 'sorry', 'hope', 'space', 'give', 'want', 'remember', 'furniture', 'I', 'm', 'lock', 'lock', 'leave', 'key', 'jenne']"
2479,ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,not yet just id like to keep in touch and it will be the easiest way to do that from barcelona by the way how ru and how is the house,"['not', 'yet', 'just', 'id', 'like', 'to', 'keep', 'in', 'touch', 'and', 'it', 'will', 'be', 'the', 'easiest', 'way', 'to', 'do', 'that', 'from', 'barcelona', 'by', 'the', 'way', 'how', 'ru', 'and', 'how', 'is', 'the', 'house']","['id', 'like', 'touch', 'easiest', 'way', 'barcelona', 'way', 'ru', 'house']","['i', 'd', 'like', 'touch', 'easy', 'way', 'barcelona', 'way', 'ru', 'house']"
2480,spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",sppok up ur mob with a halloween collection of nokia logopic message plus a free eerie tone txt card spook to 8007,"['sppok', 'up', 'ur', 'mob', 'with', 'a', 'halloween', 'collection', 'of', 'nokia', 'logopic', 'message', 'plus', 'a', 'free', 'eerie', 'tone', 'txt', 'card', 'spook', 'to', '8007']","['sppok', 'ur', 'mob', 'halloween', 'collection', 'nokia', 'logopic', 'message', 'plus', 'free', 'eerie', 'tone', 'txt', 'card', 'spook', '8007']","['sppok', 'ur', 'mob', 'halloween', 'collection', 'nokia', 'logopic', 'message', 'plus', 'free', 'eerie', 'tone', 'txt', 'card', 'spook', '8007']"
2481,spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",urgent call 09066612661 from landline your complementary 4 tenerife holiday or £10000 cash await collection sae tcs po box 3 wa14 2px 150ppm 18 sender hol offer,"['urgent', 'call', '09066612661', 'from', 'landline', 'your', 'complementary', '4', 'tenerife', 'holiday', 'or', '£10000', 'cash', 'await', 'collection', 'sae', 'tcs', 'po', 'box', '3', 'wa14', '2px', '150ppm', '18', 'sender', 'hol', 'offer']","['urgent', '09066612661', 'landline', 'complementary', '4', 'tenerife', 'holiday', '£10000', 'cash', 'await', 'collection', 'sae', 'tcs', 'po', 'box', '3', 'wa14', '2px', '150ppm', '18', 'sender', 'hol', 'offer']","['urgent', '09066612661', 'landline', 'complementary', '4', 'tenerife', 'holiday', '10000', 'cash', 'await', 'collection', 'sae', 'tcs', 'po', 'box', '3', '18', 'sender', 'hol', 'offer']"
2482,ham,K.:)do it at evening da:)urgent:),kdo it at evening daurgent,"['kdo', 'it', 'at', 'evening', 'daurgent']","['kdo', 'evening', 'daurgent']","['kdo', 'evening', 'daurgent']"
2483,ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,pansy youve been living in a jungle for two years its my driving you should be more worried about,"['pansy', 'youve', 'been', 'living', 'in', 'a', 'jungle', 'for', 'two', 'years', 'its', 'my', 'driving', 'you', 'should', 'be', 'more', 'worried', 'about']","['pansy', 'youve', 'living', 'jungle', 'years', 'driving', 'worried']","['pansy', 'you', 've', 'living', 'jungle', 'year', 'drive', 'worried']"
